Gene name;Type;Animal_db;Cis_bp;Tf_class_id;GTRD_uniprot_id;Function;Specie
Zc3h8;TF;unmatched;unmatched;2.8.1.0.1;unmatched;;Mus musculus
Tp73;TF;ENSMUSG00000029026;T311092_2.00;6.3.1.0.3;Q9JJP2;;Mus musculus
Znf354b;TF;ENSMUSG00000020335;T101011_2.00;2.3.3.64.2;unmatched;;Mus musculus
Znf394;TF;ENSMUSG00000029627;T101085_2.00;2.3.3.0.40;unmatched;;Mus musculus
Flot1;;unmatched;unmatched;unmatched;O08917;;Mus musculus
Wdr82;;unmatched;unmatched;unmatched;Q8BFQ4;;Mus musculus
Samd1;;unmatched;unmatched;unmatched;D3YXK1;;Mus musculus
Usp7;;;;;Q6A4J8;;Mus musculus
Parp1;;;;;P11103;;Mus musculus
Matr3;;unmatched;unmatched;unmatched;Q8K310;;Mus musculus
Stag1;;unmatched;unmatched;unmatched;Q9D3E6;;Mus musculus
Phrf1;;unmatched;unmatched;unmatched;A6H619;;Mus musculus
Supt16h;;;;;Q920B9;;Mus musculus
Msl1;;unmatched;unmatched;unmatched;Q6PDM1;;Mus musculus
Scml2;;;;;Q99MW4;;Mus musculus
Setd5;;unmatched;unmatched;unmatched;Q5XJV7;;Mus musculus
Hist1h1t;;;;;Q07133;;Mus musculus
Pwwp2a;;unmatched;unmatched;unmatched;Q69Z61;;Mus musculus
Zc3h11a;;unmatched;unmatched;unmatched;Q6NZF1;;Mus musculus
Mre11;;unmatched;unmatched;unmatched;Q61216;;Mus musculus
Bap1;;unmatched;unmatched;unmatched;Q99PU7;;Mus musculus
ND5;;;;;A0A023J5X2;;Mus musculus
Ogdh;;unmatched;unmatched;unmatched;Q60597;;Mus musculus
Macf1;;;;;Q9QXZ0;;Mus musculus
Hmces;;unmatched;unmatched;unmatched;Q8R1M0;;Mus musculus
Ing1;;unmatched;unmatched;unmatched;Q9QXV3;;Mus musculus
Phc1;;;;;Q64028;;Mus musculus
Srrt;;unmatched;unmatched;unmatched;Q99MR6;;Mus musculus
Elob;;unmatched;unmatched;unmatched;P62869;;Mus musculus
Spin1;;unmatched;unmatched;unmatched;Q61142;;Mus musculus
Chd2;;unmatched;unmatched;unmatched;E9PZM4;;Mus musculus
Pwp1;;unmatched;unmatched;unmatched;Q99LL5;;Mus musculus
Srsf1;;unmatched;unmatched;unmatched;Q6PDM2;;Mus musculus
Rif1;;unmatched;unmatched;unmatched;Q6PR54;;Mus musculus
Dmc1;;unmatched;unmatched;unmatched;Q61880;;Mus musculus
Ccl5;;unmatched;unmatched;unmatched;P30882;;Mus musculus
Was;;unmatched;unmatched;unmatched;P70315;;Mus musculus
Smchd1;;unmatched;unmatched;unmatched;Q6P5D8;;Mus musculus
Tmpo;;unmatched;unmatched;unmatched;Q61033;;Mus musculus
Phf23;;unmatched;unmatched;unmatched;Q8BSN5;;Mus musculus
Ythdc1;;unmatched;unmatched;unmatched;E9Q5K9;;Mus musculus
Usp16;;unmatched;unmatched;unmatched;Q99LG0;;Mus musculus
Nacc1;;unmatched;unmatched;unmatched;Q7TSZ8;;Mus musculus
Qki;;unmatched;unmatched;unmatched;Q9QYS9;;Mus musculus
Nsmf;;unmatched;unmatched;unmatched;Q99NF2;;Mus musculus
Il33;;unmatched;unmatched;unmatched;Q8BVZ5;;Mus musculus
Abcc9;;unmatched;unmatched;unmatched;P70170;;Mus musculus
Fubp1;;unmatched;unmatched;unmatched;Q91WJ8;;Mus musculus
Ptbp1;;;;;P17225;;Mus musculus
Wdr11;;;;;Q8K1X1;;Mus musculus
Phf7;;unmatched;unmatched;unmatched;Q9DAG9;;Mus musculus
Naa10;;unmatched;unmatched;unmatched;Q9QY36;;Mus musculus
Prr3;;unmatched;unmatched;unmatched;Q811B5;;Mus musculus
Glyr1;;unmatched;unmatched;unmatched;Q922P9;;Mus musculus
Cx3cr1;;unmatched;unmatched;unmatched;Q9Z0D9;;Mus musculus
Nrdc;;unmatched;unmatched;unmatched;Q8BHG1;;Mus musculus
Acaa2;;unmatched;unmatched;unmatched;Q8BWT1;;Mus musculus
Phf6;;unmatched;unmatched;unmatched;Q9D4J7;;Mus musculus
Usp21;;;;;Q9QZL6;;Mus musculus
Top2a;;unmatched;unmatched;unmatched;Q01320;;Mus musculus
Nup153;;unmatched;unmatched;unmatched;A0A286YCP2;;Mus musculus
Kansl1;;unmatched;unmatched;unmatched;Q80TG1;;Mus musculus
Nlrc5;;unmatched;unmatched;unmatched;C3VPR6;;Mus musculus
Dzip3;;unmatched;unmatched;unmatched;Q7TPV2;;Mus musculus
Tex10;;unmatched;unmatched;unmatched;Q3URQ0;;Mus musculus
Jmjd1c;;unmatched;unmatched;unmatched;Q69ZK6;;Mus musculus
Rag2;;unmatched;unmatched;unmatched;P21784;;Mus musculus
Mettl3;;;;;Q8C3P7;;Mus musculus
Sigmar1;;unmatched;unmatched;unmatched;O55242;;Mus musculus
Sumo2;;unmatched;unmatched;unmatched;P61957;;Mus musculus
Luzp1;;unmatched;unmatched;unmatched;Q8R4U7;;Mus musculus
Tardbp;;unmatched;unmatched;unmatched;Q921F2;;Mus musculus
Mpnd;;unmatched;unmatched;unmatched;Q3TV65;;Mus musculus
AU022751;;unmatched;unmatched;unmatched;B1B0V2;;Mus musculus
Epop;;unmatched;unmatched;unmatched;Q7TNS8;;Mus musculus
Sumo1;;unmatched;unmatched;unmatched;P63166;;Mus musculus
Hmgn2;;unmatched;unmatched;unmatched;P09602;;Mus musculus
Gtf3c1;;unmatched;unmatched;unmatched;Q8K284;;Mus musculus
Myo1c;;unmatched;unmatched;unmatched;Q9WTI7;;Mus musculus
Uhrf1;;unmatched;unmatched;unmatched;Q8VDF2;;Mus musculus
Capg;;;;;P24452;;Mus musculus
Fbxo21;;unmatched;unmatched;unmatched;Q8VDH1;;Mus musculus
Znf728;;ENSMUSG00000055480;T101315_2.00;unmatched;Q6P5C7;;Mus musculus
Cbx1;;unmatched;unmatched;unmatched;P83917;;Mus musculus
Pwwp2b;;unmatched;unmatched;unmatched;E9Q9M8;;Mus musculus
Asip;;unmatched;unmatched;unmatched;Q03288;;Mus musculus
Nbn;;unmatched;unmatched;unmatched;Q9R207;;Mus musculus
Acss2;;unmatched;unmatched;unmatched;Q9QXG4;;Mus musculus
Aicda;;unmatched;unmatched;unmatched;Q9WVE0;;Mus musculus
Utp6;;unmatched;unmatched;unmatched;Q8VCY6;;Mus musculus
Chaf1a;;unmatched;unmatched;unmatched;Q9QWF0;;Mus musculus
PcgF3;;ENSMUSG00000033623;unmatched;unmatched;Q8BTQ0;;Mus musculus
Pcna;;unmatched;unmatched;unmatched;P17918;;Mus musculus
Usp22;;unmatched;unmatched;unmatched;Q5DU02;;Mus musculus
Asxl3;;unmatched;unmatched;unmatched;Q8C4A5;;Mus musculus
Ccny;;unmatched;unmatched;unmatched;Q8BGU5;;Mus musculus
Neo1;;;;;P97798;;Mus musculus
Mau2;;unmatched;unmatched;unmatched;Q9D2X5;;Mus musculus
Gadd45a;;unmatched;unmatched;unmatched;P48316;;Mus musculus
Kansl3;;unmatched;unmatched;unmatched;A2RSY1;;Mus musculus
Ubn2;;unmatched;unmatched;unmatched;Q80WC1;;Mus musculus
Ube2a;;unmatched;unmatched;unmatched;Q9Z255;;Mus musculus
Sinhcaf;;unmatched;unmatched;unmatched;Q8C8M1;;Mus musculus
Znf568;;ENSMUSG00000074221;T101474_2.00;unmatched;E9PYI1;;Mus musculus
Pdcd1;;unmatched;unmatched;unmatched;Q02242;;Mus musculus
Creld1;;unmatched;unmatched;unmatched;Q91XD7;;Mus musculus
Gm20449;;unmatched;unmatched;unmatched;E9Q3U2;;Mus musculus
Dpep2;;unmatched;unmatched;unmatched;Q8C255;;Mus musculus
Msl2;;unmatched;unmatched;unmatched;Q69ZF8;;Mus musculus
Mn1;;unmatched;unmatched;unmatched;D3YWE6;;Mus musculus
Lmnb1;;unmatched;unmatched;unmatched;P14733;;Mus musculus
Wdr76;;unmatched;unmatched;unmatched;A6PWY4;;Mus musculus
Stab1;;;;;Q8R4Y4;;Mus musculus
Morc3;;unmatched;unmatched;unmatched;F7BJB9;;Mus musculus
Top2b;;unmatched;unmatched;unmatched;Q64511;;Mus musculus
Smyd5;;unmatched;unmatched;unmatched;Q3TYX3;;Mus musculus
Zc3h10;;unmatched;unmatched;unmatched;Q8R205;;Mus musculus
Pcsk9;;unmatched;unmatched;unmatched;Q80W65;;Mus musculus
Stfa1;;unmatched;unmatched;unmatched;P35175;;Mus musculus
Anpep;;unmatched;unmatched;unmatched;P97449;;Mus musculus
Kmt2d;;unmatched;unmatched;unmatched;Q6PDK2;;Mus musculus
Supt5h;;ENSMUSG00000003435;unmatched;unmatched;O55201;;Mus musculus
Smc1a;;unmatched;unmatched;unmatched;Q9CU62;;Mus musculus
Ubn1;;unmatched;unmatched;unmatched;Q4G0F8;;Mus musculus
Brd9;;unmatched;unmatched;unmatched;Q3UQU0;;Mus musculus
Lmna;;unmatched;unmatched;unmatched;P48678;;Mus musculus
Utp3;;unmatched;unmatched;unmatched;Q9JI13;;Mus musculus
Nucks1;;unmatched;unmatched;unmatched;Q80XU3;;Mus musculus
Wdr43;;unmatched;unmatched;unmatched;Q6ZQL4;;Mus musculus
Htt;;;;;P42859;;Mus musculus
Slamf6;;unmatched;unmatched;unmatched;Q9ET39;;Mus musculus
Jph2;;unmatched;unmatched;unmatched;Q9ET78;;Mus musculus
Pla2g5;;;;;P97391;;Mus musculus
Rad51;;unmatched;unmatched;unmatched;Q08297;;Mus musculus
Cdk6;;unmatched;unmatched;unmatched;Q64261;;Mus musculus
Nup210;;unmatched;unmatched;unmatched;Q9QY81;;Mus musculus
Stra8;;unmatched;unmatched;unmatched;P70278;;Mus musculus
Rad23b;;unmatched;unmatched;unmatched;P54728;;Mus musculus
Cgas;;unmatched;unmatched;unmatched;Q8C6L5;;Mus musculus
Supt6h;;ENSMUSG00000002052;unmatched;unmatched;Q62383;;Mus musculus
Rpa2;;;;;Q62193;;Mus musculus
Hdgfl2;;unmatched;unmatched;unmatched;Q3UMU9;;Mus musculus
Ncaph2;;unmatched;unmatched;unmatched;Q8BSP2;;Mus musculus
Magi1;;unmatched;unmatched;unmatched;Q6RHR9;;Mus musculus
Ahcy;;unmatched;unmatched;unmatched;P50247;;Mus musculus
Smc3;;unmatched;unmatched;unmatched;Q9CW03;;Mus musculus
Smc5;;unmatched;unmatched;unmatched;Q8CG46;;Mus musculus
Phf13;;;;;Q3V230;;Mus musculus
Dpep3;;unmatched;unmatched;unmatched;Q9DA79;;Mus musculus
Stag2;;unmatched;unmatched;unmatched;O35638;;Mus musculus
Jag1;;unmatched;unmatched;unmatched;Q9QXX0;;Mus musculus
Ncapd3;;;;;Q6ZQK0;;Mus musculus
ABR1;TF;;T000534_2.00;;;;Arabidopsis thaliana
AIL6;TF;;T000507_2.00;;;;Arabidopsis thaliana
AIL7;TF;;T000536_2.00;;;;Arabidopsis thaliana
ANT;TF;;T000502_2.00;;;;Arabidopsis thaliana
AT1G63040;TF;;T000431_2.00;;;;Arabidopsis thaliana
AT2G33710;TF;;T000453_2.00;;;;Arabidopsis thaliana
AT3G16280;TF;;T000469_2.00;;;;Arabidopsis thaliana
AT5G65130;TF;;T000535_2.00;;;;Arabidopsis thaliana
CRF2;TF;;T000491_2.00;;;;Arabidopsis thaliana
CRF3;TF;;T000528_2.00;;;;Arabidopsis thaliana
CRF4;TF;;T000495_2.00;;;;Arabidopsis thaliana
DREB1A;TF;;T000493_2.00;;;;Arabidopsis thaliana
DREB1B;TF;;T000494_2.00;;;;Arabidopsis thaliana
DREB1C;TF;;T000492_2.00;;Q9SYS6;;Arabidopsis thaliana
DREB1D;TF;;T000526_2.00;;;;Arabidopsis thaliana
DREB1E;TF;;T000430_2.00;;;;Arabidopsis thaliana
DREB1F;TF;;T000404_2.00;;;;Arabidopsis thaliana
DREB2A;TF;;T000504_2.00;;O82132;;Arabidopsis thaliana
DREB2C;TF;;T000459_2.00;;;;Arabidopsis thaliana
DREB2D;TF;;T000441_2.00;;;;Arabidopsis thaliana
DREB2E;TF;;T000456_2.00;;;;Arabidopsis thaliana
DREB2F;TF;;T000480_2.00;;;;Arabidopsis thaliana
DREB2G;TF;;T000513_2.00;;;;Arabidopsis thaliana
ERF003;TF;;T000517_2.00;;;;Arabidopsis thaliana
ERF008;TF;;T000449_2.00;;;;Arabidopsis thaliana
ERF010;TF;;T000539_2.00;;;;Arabidopsis thaliana
ERF011;TF;;T000477_2.00;;;;Arabidopsis thaliana
ERF012;TF;;T000411_2.00;;;;Arabidopsis thaliana
ERF013;TF;;T000443_2.00;;;;Arabidopsis thaliana
ERF014;TF;;T000423_2.00;;;;Arabidopsis thaliana
ERF015;TF;;T000497_2.00;;;;Arabidopsis thaliana
ERF017;TF;;T000410_2.00;;;;Arabidopsis thaliana
ERF018;TF;;T000440_2.00;;;;Arabidopsis thaliana
ERF019;TF;;T000413_2.00;;;;Arabidopsis thaliana
ERF021;TF;;T000436_2.00;;;;Arabidopsis thaliana
ERF023;TF;;T000400_2.00;;;;Arabidopsis thaliana
ERF024;TF;;T000455_2.00;;;;Arabidopsis thaliana
ERF025;TF;;T000527_2.00;;;;Arabidopsis thaliana
ERF027;TF;;T000405_2.00;;;;Arabidopsis thaliana
ERF034;TF;;T000463_2.00;;;;Arabidopsis thaliana
ERF035;TF;;T000481_2.00;;;;Arabidopsis thaliana
ERF037;TF;;T000442_2.00;;;;Arabidopsis thaliana
ERF038;TF;;T000454_2.00;;;;Arabidopsis thaliana
ERF039;TF;;T000487_2.00;;;;Arabidopsis thaliana
ERF043;TF;;T000498_2.00;;;;Arabidopsis thaliana
ERF054;TF;;T000496_2.00;;;;Arabidopsis thaliana
ERF055;TF;;T000421_2.00;;;;Arabidopsis thaliana
ERF069;TF;;T000414_2.00;;;;Arabidopsis thaliana
ERF086;TF;;T000514_2.00;;;;Arabidopsis thaliana
ERF087;TF;;T000417_2.00;;;;Arabidopsis thaliana
ERF091;TF;;T000490_2.00;;;;Arabidopsis thaliana
ERF094;TF;;T000403_2.00;;;;Arabidopsis thaliana
ERF095;TF;;T000473_2.00;;Q9LTC6;;Arabidopsis thaliana
ERF096;TF;;T000520_2.00;;;;Arabidopsis thaliana
ERF098;TF;;T000474_2.00;;;;Arabidopsis thaliana
ERF10;TF;;T000401_2.00;;;;Arabidopsis thaliana
ERF104;TF;;T000532_2.00;;;;Arabidopsis thaliana
ERF105;TF;;T000525_2.00;;;;Arabidopsis thaliana
ERF106;TF;;T000506_2.00;;;;Arabidopsis thaliana
ERF109;TF;;T000499_2.00;;;;Arabidopsis thaliana
ERF11;TF;;T000419_2.00;;;;Arabidopsis thaliana
ERF113;TF;;T000510_2.00;;;;Arabidopsis thaliana
ERF115;TF;;T000505_2.00;;Q9LY29;;Arabidopsis thaliana
ERF118;TF;;T000433_2.00;;;;Arabidopsis thaliana
ERF119;TF;;T000476_2.00;;;;Arabidopsis thaliana
ERF13;TF;;T000462_2.00;;;;Arabidopsis thaliana
ERF14;TF;;T000402_2.00;;P93822;;Arabidopsis thaliana
ERF15;TF;;T000452_2.00;;;;Arabidopsis thaliana
ERF1A;TF;;T000489_2.00;;;;Arabidopsis thaliana
ERF1B;TF;;T000475_2.00;;;;Arabidopsis thaliana
ERF2;TF;;T000522_2.00;;;;Arabidopsis thaliana
ERF3;TF;;T000426_2.00;;;;Arabidopsis thaliana
ERF4;TF;;T000468_2.00;;;;Arabidopsis thaliana
ERF5;TF;;T000523_2.00;;;;Arabidopsis thaliana
ERF6;TF;;T000488_2.00;;;;Arabidopsis thaliana
ERF7;TF;;T000471_2.00;;;;Arabidopsis thaliana
ERF8;TF;;T000428_2.00;;;;Arabidopsis thaliana
ERF9;TF;;T000521_2.00;;;;Arabidopsis thaliana
HRE1;TF;;T000438_2.00;;;;Arabidopsis thaliana
LEP;TF;;T000511_2.00;;;;Arabidopsis thaliana
PLT1;TF;;T000472_2.00;;;;Arabidopsis thaliana
RAP2-1;TF;;T000424_2.00;;;;Arabidopsis thaliana
RAP2-10;TF;;T000500_2.00;;;;Arabidopsis thaliana
RAP2-11;TF;;T000515_2.00;;;;Arabidopsis thaliana
RAP2-12;TF;;T000429_2.00;;;;Arabidopsis thaliana
RAP2-2;TF;;T000467_2.00;;;;Arabidopsis thaliana
RAP2-3;TF;;T000470_2.00;;;;Arabidopsis thaliana
RAP2-4;TF;;T000444_2.00;;;;Arabidopsis thaliana
RAP2-6;TF;;T000422_2.00;;;;Arabidopsis thaliana
RAP2-9;TF;;T000483_2.00;;;;Arabidopsis thaliana
RAP2.7;TF;;T000451_2.00;;;;Arabidopsis thaliana
RAV2;TF;;T000434_2.00;;;;Arabidopsis thaliana
SHN2;TF;;T000508_2.00;;;;Arabidopsis thaliana
SMZ;TF;;T000479_2.00;;;;Arabidopsis thaliana
TEM1;TF;;T000416_2.00;;;;Arabidopsis thaliana
TINY;TF;;T000519_2.00;;;;Arabidopsis thaliana
TOE2;TF;;T000530_2.00;;;;Arabidopsis thaliana
WIN1;TF;;T000408_2.00;;;;Arabidopsis thaliana
ARF14;TF;;T010405_2.00;;;;Arabidopsis thaliana
RAV1;TF;;T010404_2.00;;;;Arabidopsis thaliana
ARID3;TF;;T014152_2.00;;;;Arabidopsis thaliana
ARID6;TF;;T014149_2.00;;;;Arabidopsis thaliana
HMGB10;TF;;T017007_2.00;;;;Arabidopsis thaliana
HMGB15;TF;;T017004_2.00;;;;Arabidopsis thaliana
HMGB9;TF;;T017006_2.00;;;;Arabidopsis thaliana
AHL13;TF;;T017227_2.00;;;;Arabidopsis thaliana
HMGA;TF;;T017223_2.00;;;;Arabidopsis thaliana
ARF16;TF;;T018453_2.00;;;;Arabidopsis thaliana
ARF2;TF;;T018487_2.00;;;;Arabidopsis thaliana
ARF3;TF;;T018424_2.00;;;;Arabidopsis thaliana
ARF5;TF;;T018383_2.00;;;;Arabidopsis thaliana
ARF8;TF;;T018476_2.00;;;;Arabidopsis thaliana
AT1G51120;TF;;T018401_2.00;;;;Arabidopsis thaliana
AT4G33280;TF;;T018465_2.00;;;;Arabidopsis thaliana
AT5G18090;TF;;T018470_2.00;;;;Arabidopsis thaliana
AT5G25475;TF;;T018474_2.00;;;;Arabidopsis thaliana
AT5G60130;TF;;T018483_2.00;;;;Arabidopsis thaliana
FUS3;TF;;T018438_2.00;;;;Arabidopsis thaliana
LEC2;TF;;T018386_2.00;;;;Arabidopsis thaliana
NGA4;TF;;T018446_2.00;;;;Arabidopsis thaliana
REM1;TF;;T018454_2.00;;;;Arabidopsis thaliana
REM19;TF;;T018398_2.00;;;;Arabidopsis thaliana
VRN1;TF;;T018434_2.00;;;;Arabidopsis thaliana
BPC1;TF;;T024518_2.00;;Q9SKD0;;Arabidopsis thaliana
BPC5;TF;;T024521_2.00;;;;Arabidopsis thaliana
BPC6;TF;;T024522_2.00;;;;Arabidopsis thaliana
AMS;TF;;T030616_2.00;;Q9ZVX2;;Arabidopsis thaliana
AT2G18300;TF;;T030617_2.00;;Q9ZPW3;;Arabidopsis thaliana
AT2G22750;TF;;T030619_2.00;;;;Arabidopsis thaliana
AT2G42280;TF;;T030632_2.00;;;;Arabidopsis thaliana
AT4G25400;TF;;T030676_2.00;;;;Arabidopsis thaliana
BEE2;TF;;T030687_2.00;;;;Arabidopsis thaliana
BHLH10;TF;;T030626_2.00;;;;Arabidopsis thaliana
BHLH104;TF;;T030670_2.00;;;;Arabidopsis thaliana
BHLH122;TF;;T030601_2.00;;Q9C690;;Arabidopsis thaliana
BHLH13;TF;;T030575_2.00;;;;Arabidopsis thaliana
BHLH14;TF;;T030664_2.00;;;;Arabidopsis thaliana
BHLH28;TF;;T030705_2.00;;;;Arabidopsis thaliana
BHLH34;TF;;T030645_2.00;;;;Arabidopsis thaliana
BHLH49;TF;;T030609_2.00;;;;Arabidopsis thaliana
BHLH72;TF;;T030715_2.00;;Q570R7;;Arabidopsis thaliana
BHLH74;TF;;T030581_2.00;;;;Arabidopsis thaliana
BHLH77;TF;;T030646_2.00;;;;Arabidopsis thaliana
BHLH78;TF;;T030706_2.00;;;;Arabidopsis thaliana
BHLH80;TF;;T030598_2.00;;;;Arabidopsis thaliana
BHLH89;TF;;T030579_2.00;;;;Arabidopsis thaliana
BIM1;TF;;T030693_2.00;;;;Arabidopsis thaliana
BIM2;TF;;T030610_2.00;;;;Arabidopsis thaliana
BIM3;TF;;T030698_2.00;;;;Arabidopsis thaliana
BPE;TF;;T030602_2.00;;;;Arabidopsis thaliana
DYT1;TF;;T030674_2.00;;;;Arabidopsis thaliana
ILR3;TF;;T030711_2.00;;;;Arabidopsis thaliana
LRL2;TF;;T030683_2.00;;;;Arabidopsis thaliana
MYC2;TF;;T030597_2.00;;Q39204;;Arabidopsis thaliana
MYC3;TF;;T030704_2.00;;Q9FIP9;;Arabidopsis thaliana
MYC4;TF;;T030672_2.00;;;;Arabidopsis thaliana
PIF1;TF;;T030618_2.00;;Q8GZM7;;Arabidopsis thaliana
PIF3;TF;;T030580_2.00;;O80536;;Arabidopsis thaliana
PIF4;TF;;T030634_2.00;;Q8W2F3;;Arabidopsis thaliana
PIF5;TF;;T030658_2.00;;Q84LH8;;Arabidopsis thaliana
SCRM;TF;;T030649_2.00;;Q9LSE2;;Arabidopsis thaliana
SPT;TF;;T030688_2.00;;;;Arabidopsis thaliana
UNE10;TF;;T030661_2.00;;;;Arabidopsis thaliana
ABF1;TF;;T056868_2.00;;Q9M7Q5;;Arabidopsis thaliana
ABF2;TF;;T056867_2.00;;;;Arabidopsis thaliana
ABF3;TF;;T056910_2.00;;Q9M7Q3;;Arabidopsis thaliana
ABF4;TF;;T056896_2.00;;Q9M7Q2;;Arabidopsis thaliana
ABI5;TF;;T056887_2.00;;;;Arabidopsis thaliana
AT1G06070;TF;;T056856_2.00;;;;Arabidopsis thaliana
AT1G19490;TF;;T056861_2.00;;;;Arabidopsis thaliana
AT2G21230;TF;;T056882_2.00;;;;Arabidopsis thaliana
AtbZIP3;TF;;T056925_2.00;;;;Arabidopsis thaliana
ATBZIP42;TF;;T056897_2.00;;;;Arabidopsis thaliana
AtbZIP48;TF;;T056875_2.00;;;;Arabidopsis thaliana
AtbZIP52;TF;;T056857_2.00;;;;Arabidopsis thaliana
BZIP11;TF;;T056911_2.00;;;;Arabidopsis thaliana
BZIP16;TF;;T056886_2.00;;;;Arabidopsis thaliana
BZIP17;TF;;T056889_2.00;;;;Arabidopsis thaliana
BZIP18;TF;;T056888_2.00;;;;Arabidopsis thaliana
BZIP2;TF;;T056881_2.00;;;;Arabidopsis thaliana
BZIP28;TF;;T056893_2.00;;Q9SG86;;Arabidopsis thaliana
BZIP4;TF;;T056870_2.00;;;;Arabidopsis thaliana
BZIP43;TF;;T056928_2.00;;;;Arabidopsis thaliana
BZIP44;TF;;T056873_2.00;;;;Arabidopsis thaliana
BZIP53;TF;;T056906_2.00;;;;Arabidopsis thaliana
BZIP60;TF;;T056865_2.00;;;;Arabidopsis thaliana
BZIP63;TF;;T056927_2.00;;;;Arabidopsis thaliana
BZIP68;TF;;T056863_2.00;;;;Arabidopsis thaliana
DPBF3;TF;;T056903_2.00;;;;Arabidopsis thaliana
GBF1;TF;;T056914_2.00;;;;Arabidopsis thaliana
GBF2;TF;;T056907_2.00;;P42775;;Arabidopsis thaliana
GBF3;TF;;T056892_2.00;;P42776;;Arabidopsis thaliana
HY5;TF;;T056924_2.00;;A0A1P8BB55;;Arabidopsis thaliana
HYH;TF;;T056895_2.00;;;;Arabidopsis thaliana
TGA1;TF;;T056933_2.00;;;;Arabidopsis thaliana
TGA10;TF;;T056918_2.00;;;;Arabidopsis thaliana
TGA2;TF;;T056919_2.00;;;;Arabidopsis thaliana
TGA3;TF;;T056862_2.00;;;;Arabidopsis thaliana
TGA4;TF;;T056923_2.00;;;;Arabidopsis thaliana
TGA5;TF;;T056920_2.00;;;;Arabidopsis thaliana
TGA6;TF;;T056894_2.00;;;;Arabidopsis thaliana
TGA7;TF;;T056874_2.00;;;;Arabidopsis thaliana
TGA9;TF;;T056859_2.00;;;;Arabidopsis thaliana
VIP1;TF;;T056866_2.00;;;;Arabidopsis thaliana
AT1G14580;TF;;T080828_2.00;;Q8RWX7;;Arabidopsis thaliana
AT2G15740;TF;;T080841_2.00;;;;Arabidopsis thaliana
AT2G48100;TF;;T080850_2.00;;;;Arabidopsis thaliana
AT3G46070;TF;;T080855_2.00;;;;Arabidopsis thaliana
AT3G49930;TF;;T080859_2.00;;;;Arabidopsis thaliana
AT3G53600;TF;;T080861_2.00;;;;Arabidopsis thaliana
AT4G35610;TF;;T080870_2.00;;O81793;;Arabidopsis thaliana
AT5G03510;TF;;T080872_2.00;;;;Arabidopsis thaliana
AT5G04390;TF;;T080875_2.00;;;;Arabidopsis thaliana
AT5G22990;TF;;T080880_2.00;;;;Arabidopsis thaliana
AZF1;TF;;T080891_2.00;;Q9SSW1;;Arabidopsis thaliana
AZF2;TF;;T080851_2.00;;;;Arabidopsis thaliana
IDD1;TF;;T080890_2.00;;;;Arabidopsis thaliana
IDD2;TF;;T080860_2.00;;;;Arabidopsis thaliana
IDD4;TF;;T080840_2.00;;Q8GYC1;;Arabidopsis thaliana
IDD5;TF;;T080839_2.00;;;;Arabidopsis thaliana
IDD7;TF;;T080835_2.00;;;;Arabidopsis thaliana
IDD9;TF;;T080854_2.00;;;;Arabidopsis thaliana
JKD;TF;;T080871_2.00;;Q700D2;;Arabidopsis thaliana
MGP;TF;;T080824_2.00;;;;Arabidopsis thaliana
NUC;TF;;T080884_2.00;;;;Arabidopsis thaliana
Q9MAB7_ARATH;TF;;T127816_2.00;;;;Arabidopsis thaliana
RBE;TF;;T080876_2.00;;;;Arabidopsis thaliana
REF6;TF;;T080858_2.00;;Q9STM3;;Arabidopsis thaliana
SAP11;TF;;T080846_2.00;;;;Arabidopsis thaliana
SGR5;TF;;T080838_2.00;;;;Arabidopsis thaliana
STOP1;TF;;T080833_2.00;;;;Arabidopsis thaliana
STOP2;TF;;T080879_2.00;;;;Arabidopsis thaliana
TFIIIA;TF;;T080837_2.00;;;;Arabidopsis thaliana
YY1;TF;;T080866_2.00;;;;Arabidopsis thaliana
ZAT1;TF;;T080823_2.00;;;;Arabidopsis thaliana
ZAT10;TF;;T080831_2.00;;Q96289;;Arabidopsis thaliana
ZAT12;TF;;T080887_2.00;;;;Arabidopsis thaliana
ZAT2;TF;;T080842_2.00;;;;Arabidopsis thaliana
ZAT4;TF;;T080849_2.00;;;;Arabidopsis thaliana
ZAT6;TF;;T080874_2.00;;O22533;;Arabidopsis thaliana
ZAT7;TF;;T080857_2.00;;;;Arabidopsis thaliana
ZAT9;TF;;T080864_2.00;;;;Arabidopsis thaliana
ZFP5;TF;;T080826_2.00;;;;Arabidopsis thaliana
ZFP8;TF;;T080847_2.00;;;;Arabidopsis thaliana
CAMTA5;TF;;T163007_2.00;;;;Arabidopsis thaliana
CMTA2;TF;;T163009_2.00;;Q6NPP4;;Arabidopsis thaliana
CMTA3;TF;;T163005_2.00;;Q8GSA7;;Arabidopsis thaliana
EICBP.B;TF;;T163008_2.00;;Q9FY74;;Arabidopsis thaliana
CSP4;TF;;T164270_2.00;;;;Arabidopsis thaliana
AT3G52440;TF;;T170168_2.00;;;;Arabidopsis thaliana
CDF2;TF;;T170179_2.00;;;;Arabidopsis thaliana
CDF3;TF;;T170166_2.00;;;;Arabidopsis thaliana
CDF5;TF;;T170157_2.00;;;;Arabidopsis thaliana
DOF1.5;TF;;T170153_2.00;;;;Arabidopsis thaliana
DOF1.6;TF;;T170154_2.00;;;;Arabidopsis thaliana
DOF1.7;TF;;T170155_2.00;;;;Arabidopsis thaliana
